reference_fiche;ndeg_de_version;nature_juridique_du_rappel;categorie_de_produit;sous_categorie_de_produit;nom_de_la_marque_du_produit;noms_des_modeles_ou_references;identification_des_produits;conditionnements;date_debut_fin_de_commercialisation;temperature_de_conservation;marque_de_salubrite;informations_complementaires;zone_geographique_de_vente;distributeurs;motif_du_rappel;risques_encourus_par_le_consommateur;preconisations_sanitaires;description_complementaire_du_risque;conduites_a_tenir_par_le_consommateur;numero_de_contact;modalites_de_compensation;date_de_fin_de_la_procedure_de_rappel;informations_complementaires_publiques;lien_vers_la_liste_des_images;lien_vers_la_liste_des_produits;lien_vers_l_affichette_pdf;date_ref
2021-05-0210;1;Imposé par l’administration;Alimentation;Viandes;ökoland;ökoland;4031829230107 Tous les lots Date limite de consommation 03/07/2021;Emballage sous-vide;Du 03/05/2021 au 07/05/2021;Produit à conserver au réfrigérateur;DE - NI34000 - EG;;8, Rue du Tilleul - 67250 HOFFEN;L'Oasis - Épicerie & Drive B!O;Défaut organoleptique des saucisses lié à une contamination chimique;Autres contaminants chimiques;;Les produits peuvent occasionnellement présenter une altération du goût. Les saucisses affectées sont reconnaissables à leur goût amer.;Ne plus consommer Ne plus utiliser le produit Rapporter le produit au point de vente Contacter le point de vente Contacter le service consommateur;649878235;Remboursement;lundi 31 mai 2021;En cas de question, veuillez contacter le service client au 0800 58 88 361 ou le 05031 960713 du lundi au vendredi de 9h à 16h, alternativement par email à qm@oekoland.de;http://rappel.conso.gouv.fr/image/0ac5872a-fcb8-4f21-ba22-658c2a939d5a.jpg;http://rappel.conso.gouv.fr/document/713c3686-871e-40c6-bdfd-a68ce9d7f2c2/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/523/Interne;2021-05
2021-05-0213;1;Imposé par l’administration;Alimentation;Autres;Ciloglu;DDM : 07.09.2021, 20.09.2021, 15.10.2021, 14.11.2021, 19.01.2022, 01.03.2022, 17.03.2022.;8697436523993 07.09.2021, 20.09.2021, 15.10.2021, 14.11.2021, 19.01.2022, 01.03.2022, 17.03.2022. Date limite de consommation 17/03/2022;290g;;Produit à conserver à température ambiante;;Ces produits font l'objet d'un retrait/rappel en raison du risque suivant :  Présence d'arachides et de noisettes ( allergènes) non indiqués dans la liste des ingrédients.;;MARKO SUPERMARKET;Présence d'arachides et de noisettes ( allergènes) non indiqués dans la liste des ingrédients.;Substances allergisantes non déclarées;;;Ne plus consommer Ne plus utiliser le produit Rapporter le produit au point de vente;390573324;Remboursement Echange;;;http://rappel.conso.gouv.fr/image/6f6a6aad-8307-4fc1-8fd6-6d250d155881.jpg;;http://rappel.conso.gouv.fr/affichettePDF/526/Interne;2021-05
2021-05-0214;1;Volontaire;Alimentation;Viandes;GAEC de la Combe du Val / Sardélices;Produits issus de la découpe de la viande de veau, découpés et conditionnés dans les locaux de l'atelier agroalimentaire des Sardières;Les produits fabriqués le 11/05/2021 Date limite de consommation 25/05/2021  Les produits fabriqués le 11/05/2021 Date limite de consommation 01/06/2021;Sous vide;Du 11/05/2021 au 01/06/2021;Produit à conserver au réfrigérateur;FR 01 053 007 CE;Produits commercialisés dans le PDV collectif  Brin de Paille  01100 Arbent;01100 Oyonnax;Point de Vente Collectif de producteurs fermiers  Brin de Paille;Présence confirmée de bactérie du genre Salmonella dans un échantillon de Paupiette de veau du lot de fabrication.;Salmonella spp (agent responsable de la salmonellose);Les toxi-infections alimentaires causées par les salmonelles se traduisent par des troubles gastro-intestinaux (diarrhée, vomissements) d'apparition brutale souvent accompagnés de fièvre et de maux de tête qui surviennent généralement 6h à 72h après la consommation des produits contaminés.  Ces symptômes peuvent être plus prononcés chez les jeunes enfants, les femmes enceintes, les sujets immunodéprimés et les personnes âgées. Les personnes qui auraient consommé ces produits et qui présenteraient ces symptômes sont invitées à consulter leur médecin traitant en lui signalant cette consommation. En l'absence de symptômes dans les 7 jours après la consommation des produits concernés, il est inutile de s'inquiéter et de consulter un médecin. Si le produit doit subir une cuisson avant consommation : la cuisson à cœur des produits (œufs durs, pâtisseries, viandes de volailles…) à +65°C permet de détruire ces bactéries et de prévenir les conséquences d'une telle contamination.;;Ne plus consommer Rapporter le produit au point de vente Détruire le produit;474455091;Echange;jeudi 10 juin 2021;;http://rappel.conso.gouv.fr/image/86f430c6-a625-4009-b6fc-215db68af468.jpg;;http://rappel.conso.gouv.fr/affichettePDF/527/Interne;2021-05
2021-05-0215;1;Imposé par l’administration;Alimentation;Lait et produits laitiers;Ferme de la Heurtaudière;Lait cru;18/05/21;Bouteille de 1 Litre;Du 14/05/2021 au 18/05/2021;Produit à conserver au réfrigérateur;;;;Intermarché, Carrefour Market, Leclerc;Lystéria;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente;;Echange;;;http://rappel.conso.gouv.fr/image/1ca4b7f4-15fd-4f67-9a98-1bdd1bc01d2a.jpg;;http://rappel.conso.gouv.fr/affichettePDF/528/Interne;2021-05
2021-05-0216;1;Imposé par l’administration;Alimentation;Lait et produits laitiers;Ferme de la Heurtaudière;Ferme de la Heurtaudière;04/06/21 et 01/06/21 Date limite de consommation 04/06/2021;Crème 25cl et 50cl et Beurre 250g;;Produit à conserver au réfrigérateur;;;;E.Leclerc, Intermarché, Carrefour Market;Lystéria;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente;;Echange;;;http://rappel.conso.gouv.fr/image/3c31f75e-a0f5-4afb-bfa3-6fbe1ba1ea0e.jpg http://rappel.conso.gouv.fr/image/2d746338-36fd-4d37-9865-2bfd49bf54c3.jpg;;http://rappel.conso.gouv.fr/affichettePDF/529/Interne;2021-05
2021-05-0217;1;Imposé par l’administration;Alimentation;Lait et produits laitiers;Ferme de la Heurtaudière;Ferme de la Heurtaudière;29/05/21 Date limite de consommation 29/05/2021;;;Produit à conserver au réfrigérateur;;;France entière;E. Leclerc, Intermarché;Lystéria;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente;;Echange;;;http://rappel.conso.gouv.fr/image/be00b8de-4da0-456a-badf-76dea09dffbb.jpg;;http://rappel.conso.gouv.fr/affichettePDF/530/Interne;2021-05
2021-05-0218;1;Volontaire;Alimentation;Plats préparés et snacks;Sans marque;Tourbillon 3 fromages 135g;3287390080387 000021138 Date limite de consommation 31/05/2021;;;Produit à conserver au réfrigérateur;FR 49 204 001 CE;Vendu au rayon coupe;France entière;AUCHAN, LECLERC, SYSTEME U;Suspicion présence Listéria monocytogenes;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Détruire le produit;299098657;Remboursement;vendredi 11 juin 2021;;http://rappel.conso.gouv.fr/image/d95d71f9-c9f1-4b81-a792-795c3334cd0c.jpg;http://rappel.conso.gouv.fr/document/6adedf1f-8dfb-4101-a1b2-2e1ec27655e6/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/531/Interne;2021-05
2021-05-0219;1;Volontaire;Alimentation;Plats préparés et snacks;Maison Sapresti;Tourbillon 3 fromages 135gx2;3287390080400 000021138 Date limite de consommation 31/05/2021;Barquette de 2 tourbillons;;Produit à conserver au réfrigérateur;FR 49 204 001 CE;;France entière;LECLERC, SYSTEME U, La Petite Affaire, Charlie's market;Suspicion présence Listéria monocytogenes;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Rapporter le produit au point de vente Détruire le produit;299098657;Remboursement;vendredi 11 juin 2021;;http://rappel.conso.gouv.fr/image/7f0b4571-4a20-48db-9d8f-9398e46514b7.jpg;http://rappel.conso.gouv.fr/document/8cca0487-ed0f-47e3-bfe9-f7bac733f455/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/532/Interne;2021-05
2021-05-0221;1;Imposé par l’administration;Bébés-Enfants (hors alimentaire);Jouets;Hello Girls;Hors-série Star & Bricos N°5, référence L17105 - 5H - Hiver 2021;00201104 Tous les lots;Sachet en plastique;Du 05/02/2021 au 02/04/2021;;;Lot de 4 gommes en forme d'aliments vendu avec le magazine Hello Girls hors-série Star & Bricos N°5 hiver 2021.;France entière;L'ensemble des magazines sont livrés aux MLP qui se chargent de les distribuer à des centrales régionales qui les distribuent aux points de vente locaux.;"Produit imitant des denrées alimentaires présentant des petits éléments libres pouvant prêter à confusion et être ingérés.
Sachet plastique non perméable dont l'épaisseur est inférieur à 0,038 mm présentant un risque de suffocation.";Arrêt respiratoire;;;Ne plus utiliser le produit Rapporter le produit au point de vente;473140300;Autre (voir informations complémentaires);samedi 31 juillet 2021;Nous pouvons remplacer ce produit par une référence différente sur demande.;http://rappel.conso.gouv.fr/image/e968d794-92bc-4db4-8c6f-b0d4d6c67579.jpg http://rappel.conso.gouv.fr/image/a7611c67-c881-4b41-8beb-a7b72f912585.jpg;http://rappel.conso.gouv.fr/document/c2a980ce-9d8b-455e-a89b-3654757aa902/Interne/ListeDesProduits;http://rappel.conso.gouv.fr/affichettePDF/534/Interne;2021-05
2021-05-0222;1;Volontaire;Alimentation;Aliments diététiques et nutrition;ORFITO;Bacopa 160 mg - 60 gélules;0705632863565 14963 Date de durabilité minimale 30/11/2023;;;Produit à conserver à température ambiante;;;France entière;ONATERA;Teneur non-conforme en oxyde d'éthylène;Produits phytosanitaires non autorisés;;;Ne plus consommer Contacter le point de vente Détruire le produit;465260060;Remboursement;;;http://rappel.conso.gouv.fr/image/99c66735-676e-4776-8c2e-709860d3f361.jpg;;http://rappel.conso.gouv.fr/affichettePDF/535/Interne;2021-05
2021-05-0225;1;Volontaire;Alimentation;Alcool et vin;Coste Canet;Coste Canet IGP OC Chardonnay 2019;3760174040871 L08/20058 VTV1;;;Produit à conserver à température ambiante;;;Régions: Occitanie;"Leclerc Nemodis
Intermarché Caissargues et Tarascon
Super U Marguerittes";Suspicion de bris de verre;Inertes (verre, métal, plastique, papier, textile…);En raison du risque de blessures / effets indésirables suite à l'ingestion de ce produit, par précaution il est recommandé aux personnes qui détiendraient des produits appartenant au(x) lot(s) décrit(s) ci-dessus de ne pas les consommer.;Bouteilles ébréchées au niveau du goulot sur l'extérieur, visibles dès l'ouverture de la capsule à vis.;Ne plus consommer;;Remboursement Echange;mercredi 9 juin 2021;;http://rappel.conso.gouv.fr/image/9a023307-e657-4474-849b-fd49cb21e565.jpg http://rappel.conso.gouv.fr/image/975b0966-b48a-4628-a83c-53db0690ffde.jpg;;http://rappel.conso.gouv.fr/affichettePDF/538/Interne;2021-05
2021-05-0226;1;Volontaire;Vêtements, Mode, EPI;Equipements de Protection Individuels;BLH;Dorsale référence DORS1BLH251S. Dorsale de niveau 1 taille S. Coloris Jaune. Certifiée selon la norme EN1621-2:2014. Cette dorsale a pour vocation de s'intégrer dans des blousons motards. Cette dorsale est un équipement pour les motards.;2017011000194 DORS1BLH251S;emballage sous vide.;Du 01/07/2020 au 28/05/2021;;;;France entière;Magasins de motos MAXXESS et MOTOAXXE.;Dangereux à la suite de non-conforme. Ce produit déjà certifié vient d'être retesté par un laboratoire et il s'est avéré non conforme.;Blessures externes;;Il ne faut pas utiliser ce produit afin de ne pas mettre en danger votre vie.;Ne plus consommer Ne plus utiliser le produit Rapporter le produit au point de vente Contacter le point de vente Contacter le service consommateur;473451880;Remboursement;mardi 28 septembre 2021;;http://rappel.conso.gouv.fr/image/6d3682a2-1f9d-426b-b2ef-9727acdf093f.jpg http://rappel.conso.gouv.fr/image/80c046bf-f6fc-421b-bf52-768a035075b6.jpg http://rappel.conso.gouv.fr/image/fea28597-7a3c-4770-a8bd-ac1c52099906.jpg;;http://rappel.conso.gouv.fr/affichettePDF/539/Interne;2021-05
2021-05-0227;1;Volontaire;Alimentation;Viandes;La Abuela Amélia;Fort;0247999081997  Date limite de consommation 05/10/2021;A la coupe au stand traiteur traditionnel uniquement;Du 08/05/2021 au 28/05/2021;Produit à conserver au réfrigérateur;ES10.02001/LOCE;Concerne seulement les produits vendus sur le stand traiteur traditionnel;Saintes;E.Leclerc Les Coteaux SADIS;Présence de Listéria Monocytogenes;Listeria monocytogenes (agent responsable de la listériose);Les personnes qui auraient consommé les « produits » mentionnés ci-dessus et qui présenteraient de la fièvre, isolée ou accompagnée de maux de tête, et des courbatures, sont invitées à consulter leur médecin traitant en lui signalant cette consommation.  Des formes graves avec des complications neurologiques et des atteintes maternelles ou fœtales chez la femme enceinte peuvent également parfois survenir. Les femmes enceintes ainsi que les personnes immunodéprimées et les personnes âgées doivent être particulièrement attentives à ces symptômes. La listériose est une maladie qui peut être grave et dont le délai d'incubation peut aller jusqu'à huit semaines.;;Ne plus consommer Ne plus utiliser le produit Rapporter le produit au point de vente Contacter le point de vente;546932696;Remboursement;mercredi 30 juin 2021;;http://rappel.conso.gouv.fr/image/75e92a13-99aa-411c-8ac3-d58c59e6c8b1.jpg http://rappel.conso.gouv.fr/image/a2a81f50-859b-414f-9126-9db46487981a.jpg;;http://rappel.conso.gouv.fr/affichettePDF/540/Interne;2021-05
2021-05-0228;1;Volontaire;Alimentation;Produits sucrés;Leader Price;"Dragées sans sucres chlorophylle EAN 3263852401556
Dragées sans sucres menthe forte EAN 3263852401655";3263852401556 Tous les lots  3263852401655 Tous les lots;4 x 20g;Du 01/12/2019 au 28/05/2021;Produit à conserver à température ambiante;;;France entière;RESEAUX VENTE LP;Présence de dioxyde de titane;Additifs et arômes non autorisés;;;Ne plus consommer Détruire le produit;800350000;Remboursement;dimanche 13 juin 2021;;http://rappel.conso.gouv.fr/image/8378f6e8-e764-4ac0-8d78-edf6233a5b6e.jpg http://rappel.conso.gouv.fr/image/3ecae6bb-6b5b-4bcb-a841-0e8233c434cc.jpg;;http://rappel.conso.gouv.fr/affichettePDF/541/Interne;2021-05
